Num_Features,Sample_Size,Train_Preprocessing_Time_sec,Model_Train_Time_sec,Test_Inference_Time_sec,Accuracy,Precision,Recall,F1_Score,TN,FP,FN,TP
5,1279463,0.5099852085113525,112.37894082069397,1.7073442935943604,0.9966314045323631,0.995478319814511,0.9978765626568448,0.9966759985500875,125799,587,275,129232
6,1279463,0.41626405715942383,98.61622262001038,1.6057519912719727,0.9981984657649877,0.997686006510035,0.9987568239554618,0.9982211280594862,126086,300,161,129346
7,1279463,0.48570775985717773,91.84959053993225,1.5996935367584229,0.998542359501823,0.9980561255187522,0.9990656875690117,0.9985606513727835,126134,252,121,129386
8,1279463,0.5152676105499268,91.32162165641785,1.5688073635101318,0.9986283329360318,0.9981332921937673,0.9991583466530767,0.9986455563830567,126144,242,109,129398
9,1279463,0.5399222373962402,117.39310312271118,1.6425046920776367,0.9986205171692856,0.9982024378953865,0.9990734091593505,0.9986377336209658,126153,233,120,129387
10,1279463,0.6030087471008301,118.1980848312378,1.6183247566223145,0.9986752275365094,0.9982641299819469,0.9991197387013829,0.9986917510853834,126161,225,114,129393
11,1279463,0.6310000419616699,159.6960334777832,1.725029706954956,0.9986400565861513,0.9981563905366524,0.9991583466530767,0.9986571172784243,126147,239,109,129398
12,1279463,0.6274561882019043,111.24896359443665,1.6177730560302734,0.99866350388639,0.9982025904297583,0.9991583466530767,0.9986802398721917,126153,233,109,129398
13,1279463,0.6552321910858154,110.2657310962677,1.6247303485870361,0.9986283329360318,0.9982101527542045,0.9990811307496892,0.9986454518440764,126154,232,119,129388
14,1279463,0.6659438610076904,100.5574049949646,1.65403413772583,0.9986166092859124,0.9981486195644628,0.9991197387013829,0.998633943042371,126146,240,114,129393
15,1279463,0.6979506015777588,102.62404227256775,1.6635267734527588,0.9986439644695244,0.9981640902218519,0.9991583466530767,0.9986609709696962,126148,238,109,129398
16,1279463,0.7261619567871094,121.09027028083801,1.6879768371582031,0.9986595960030169,0.9982179501026028,0.9991351818820604,0.9986763553850726,126155,231,112,129395
17,1279463,0.7569169998168945,127.19848823547363,1.6784749031066895,0.9986322408194049,0.9981794197286101,0.9991197387013829,0.9986493578661398,126150,236,114,129393
18,1279463,0.780874490737915,133.5945279598236,1.638124704360962,0.9986517802362707,0.9981487480908965,0.9991892330144316,0.9986687195397244,126146,240,105,129402
19,1279463,0.8086774349212646,146.68900966644287,1.6570930480957031,0.9985892541023006,0.9980793557742742,0.9991351818820604,0.9986069897472902,126137,249,112,129395
20,1279463,0.8345773220062256,154.44432067871094,1.6680057048797607,0.99860097775242,0.9981485624358747,0.999088852340028,0.9986184860459373,126146,240,118,129389
21,1279463,0.8570859432220459,163.85177278518677,1.6976242065429688,0.9986127014025393,0.9981024960661504,0.9991583466530767,0.998630142272266,126140,246,109,129398
22,1279463,0.8981406688690186,172.2979292869568,1.7345397472381592,0.9985814383355543,0.9980946944568723,0.9991042955207055,0.9985992398078296,126139,247,116,129391
23,1279463,0.9340147972106934,178.66479992866516,1.7747504711151123,0.9986322408194049,0.9981794197286101,0.9991197387013829,0.9986493578661398,126150,236,114,129393
24,1279463,0.9471871852874756,182.97371435165405,1.8602533340454102,0.9986322408194049,0.9980872019930122,0.9992123977854479,0.9986494829448989,126138,248,102,129405
25,1279463,0.9774620532989502,226.54032230377197,1.865950107574463,0.9986322408194049,0.9981640477347589,0.9991351818820604,0.9986493787142086,126148,238,112,129395
26,1279463,0.9939525127410889,229.2538344860077,1.9943962097167969,0.9986517802362707,0.9981718041284828,0.9991660682434154,0.9986686887162687,126149,237,108,129399
27,1279463,1.0256037712097168,231.03982973098755,2.055835008621216,0.9986244250526587,0.9981409628423984,0.9991429034723992,0.998641681844843,126145,241,111,129396
28,1279463,1.0651278495788574,241.61975002288818,2.198848247528076,0.9986400565861513,0.9981563905366524,0.9991583466530767,0.9986571172784243,126147,239,109,129398
29,1279463,1.0796575546264648,239.02060532569885,2.27671480178833,0.9986322408194049,0.9981486766895253,0.9991506250627379,0.9986493995616337,126146,240,110,129397
30,1279463,1.1111631393432617,238.80229473114014,2.2665927410125732,0.9986127014025393,0.9980871282241145,0.9991737898337542,0.9986301634157164,126138,248,107,129400
31,1279463,1.1375696659088135,240.45536923408508,2.326491117477417,0.9986674117697631,0.9981257520130812,0.9992432841468029,0.9986842054491645,126143,243,98,129409
32,1279463,1.1628186702728271,244.98996543884277,2.369424343109131,0.9986087935191662,0.9980717464577983,0.999181511424093,0.9986263206229405,126136,250,106,129401
33,1279463,1.1944093704223633,243.52311158180237,2.486417531967163,0.9986205171692856,0.9980871577323563,0.9991892330144316,0.9986378913168464,126138,248,105,129402
34,1279463,1.272017240524292,227.3864483833313,2.3674373626708984,0.9986048856357931,0.998094782635525,0.9991506250627379,0.9986224247639407,126139,247,110,129397
35,1279463,1.2450892925262451,226.45776867866516,2.436122179031372,0.9986400565861513,0.9981102823778046,0.9992046761951091,0.9986571794594761,126141,245,103,129404
36,1279463,1.2833976745605469,261.1845049858093,2.375018835067749,0.9986439644695244,0.9981717759229831,0.9991506250627379,0.9986609606353297,126149,237,110,129397
37,1279463,1.320082664489746,253.1597194671631,2.4055635929107666,0.9989018847721508,0.9985801811812275,0.9992510057371417,0.9989154808356587,126202,184,97,129410
38,1279463,1.3342554569244385,263.1464858055115,2.465228319168091,0.9988901611220314,0.998618624644045,0.9991892330144316,0.9989038473414439,126207,179,105,129402
39,1279463,1.3671472072601318,268.12809109687805,2.539397716522217,0.9988549901716733,0.9985569651510943,0.999181511424093,0.9988691406626913,126199,187,106,129401
40,1279463,1.3954789638519287,280.7192780971527,2.588170051574707,0.9988315428714345,0.9985415091136388,0.9991506250627379,0.9988459742254712,126197,189,110,129397
41,1279463,1.410461187362671,267.65121388435364,2.541727304458618,0.9988628059384196,0.9985800716137795,0.9991737898337542,0.9988768424993535,126202,184,107,129400
42,1279463,1.4509449005126953,259.68861746788025,2.6743414402008057,0.9988354507548076,0.9985261322159718,0.9991737898337542,0.9988498560390278,126195,191,107,129400
43,1279463,1.4761219024658203,258.42006158828735,2.5978081226348877,0.9988393586381809,0.99858770142619,0.9991197387013829,0.9988536492166603,126203,183,114,129393
44,1279463,1.5104470252990723,268.013055562973,2.6222586631774902,0.998843266521554,0.9985569317436431,0.9991583466530767,0.9988575486699705,126199,187,109,129398
45,1279463,1.5458815097808838,260.8967251777649,2.6012043952941895,0.9988471744049271,0.9985492483871964,0.9991737898337542,0.9988614214863275,126198,188,107,129400
46,1279463,1.576117753982544,261.17541885375977,2.6591663360595703,0.9988315428714345,0.9985492036053834,0.9991429034723992,0.9988459653172052,126198,188,111,129396
47,1279463,1.6130931377410889,260.3074233531952,2.665666341781616,0.9988393586381809,0.9985569206074824,0.9991506250627379,0.9988536846127422,126199,187,110,129397
48,1279463,1.6245536804199219,254.64730882644653,2.659060001373291,0.9988706217051658,0.9985800935286219,0.9991892330144316,0.9988845704052213,126202,184,105,129402
49,1279463,1.6621017456054688,285.97445249557495,2.6817846298217773,0.9989214241890165,0.9986033196237452,0.9992664489178191,0.9989347742184486,126205,181,95,129412
50,1279463,1.7340459823608398,272.1260771751404,2.6729331016540527,0.9989018847721508,0.9986186566242746,0.9992123977854479,0.9989154389770389,126207,179,102,129405
51,1279463,1.7162730693817139,266.53253626823425,2.733107089996338,0.9991754366082699,0.9990042762091483,0.9993668295922228,0.9991855200126611,126257,129,82,129425
52,1279463,1.7553331851959229,284.03193950653076,2.7606916427612305,0.9991598050747773,0.9989888386309955,0.9993513864115453,0.9991700796337541,126255,131,84,129423
53,1279463,1.7972161769866943,272.8583950996399,2.804112195968628,0.9991949760251355,0.9990120178763016,0.9993977159535778,0.9992048296945929,126258,128,78,129429
54,1279463,1.900038719177246,269.60436844825745,2.8407046794891357,0.9991715287248968,0.9990119721190882,0.9993513864115453,0.9991816504412139,126258,128,84,129423
55,1279463,1.8257324695587158,276.60288166999817,2.724687337875366,0.9991715287248968,0.9990196759527283,0.9993436648212066,0.9991816441232784,126259,127,85,129422
56,1279463,1.8570172786712646,265.2850365638733,2.7104299068450928,0.9991598050747773,0.9990273575001544,0.9993127784598516,0.9991700475968053,126260,126,89,129418
57,1279463,1.9089343547821045,270.17996311187744,2.733030080795288,0.9991676208415236,0.9990273725163262,0.999328221640529,0.999177774432259,126260,126,87,129420
58,1279463,1.921842098236084,262.25503611564636,2.7684452533721924,0.9991676208415236,0.9989811512990321,0.9993745511825616,0.9991778125180939,126254,132,81,129426
59,1279463,1.9508144855499268,250.48500299453735,2.7733383178710938,0.9991519893080311,0.999019638115235,0.9993050568695129,0.9991623271093338,126259,127,90,129417
60,1279463,1.9773533344268799,257.9608316421509,2.725759744644165,0.9991715287248968,0.9990196759527283,0.9993436648212066,0.9991816441232784,126259,127,85,129422
61,1279463,2.0021889209747314,252.1072154045105,2.7453863620758057,0.9991480814246579,0.9989580036894388,0.9993591080018841,0.9991585155906216,126251,135,83,129424
62,1279463,2.0491859912872314,242.29200720787048,2.7171030044555664,0.9991754366082699,0.9990427962699933,0.999328221640529,0.9991854885717485,126262,124,87,129420
63,1279463,2.0718612670898438,241.26119756698608,2.7202939987182617,0.9991637129581504,0.9990350694364034,0.9993127784598516,0.9991739046516117,126261,125,89,129418
64,1279463,2.078449249267578,278.6478307247162,2.7104921340942383,0.9991480814246579,0.9989965186917691,0.9993205000501904,0.9991584831078995,126256,130,88,129419
65,1279463,2.123175859451294,274.99883913993835,2.7374441623687744,0.9991402656579117,0.9989810962478097,0.9993205000501904,0.9991507693257882,126254,132,88,129419
66,1279463,2.1387102603912354,272.6088933944702,2.7325730323791504,0.9991637129581504,0.9989965496746506,0.9993513864115453,0.9991739365397977,126256,130,84,129423
67,1279463,2.1708147525787354,266.4002969264984,2.778898239135742,0.999179344491643,0.9990196910869079,0.9993591080018841,0.9991893707200704,126259,127,83,129424
68,1279463,2.2273454666137695,264.3553349971771,2.777559280395508,0.9993278440598219,0.9991509397553163,0.9995212613989978,0.9993360662698505,126276,110,62,129445
69,1279463,2.224699020385742,267.57106494903564,2.699307918548584,0.999820237364836,0.9999073251727999,0.9997374659284827,0.9998223883363192,126374,12,34,129473
70,1279463,2.262899160385132,260.6474623680115,2.653743028640747,0.9997967900645973,0.9998841564659999,0.9997143011574664,0.9997992215975782,126371,15,37,129470
71,1279463,2.278970956802368,258.5852847099304,2.681734800338745,0.9997889742978511,0.9998764335637332,0.9997065795671276,0.9997914993513314,126370,16,38,129469
72,1279463,2.3373820781707764,252.28313374519348,2.6826844215393066,0.9997889742978511,0.9998532716559452,0.9997297443381439,0.9997915041814994,126367,19,35,129472
73,1279463,2.3469722270965576,257.2776119709015,2.7508630752563477,0.999785066414478,0.9998687116753935,0.9997065795671276,0.9997876390481596,126369,17,38,129469
74,1279463,2.3705968856811523,260.652640581131,2.6991493701934814,0.9997694348809855,0.9998455455331768,0.9996988579767889,0.9997721963744475,126366,20,39,129468
75,1279463,2.4002437591552734,256.466726064682,2.7769758701324463,0.9997889742978511,0.9998764335637332,0.9997065795671276,0.9997914993513314,126370,16,38,129469
76,1279463,2.4146339893341064,240.16901564598083,2.662233829498291,0.9998319610149554,0.9999073273199061,0.9997606306994988,0.9998339736288346,126374,12,31,129476
77,1279463,2.457993507385254,238.50335788726807,2.6854770183563232,0.9998085137147167,0.9998455574603469,0.9997760738801763,0.9998108144630412,126366,20,29,129478
78,1279463,2.4973158836364746,244.90226578712463,2.739712715148926,0.9998319610149554,0.9998687238412949,0.9997992386511926,0.9998339800389954,126369,17,26,129481
79,1279463,2.503325939178467,240.8249387741089,2.6893324851989746,0.999820237364836,0.9998764411975937,0.9997683522898376,0.9998223938223938,126370,16,30,129477
5,127946,0.06851768493652344,8.998420238494873,0.17117071151733398,0.9958968347010551,0.9947551099112997,0.9971393227153239,0.9959457894127186,12588,68,37,12897
6,127946,0.04532027244567871,7.74800968170166,0.1583859920501709,0.9972645564673701,0.9969097651421508,0.9976805319313438,0.9972949996135714,12616,40,30,12904
7,127946,0.044086456298828125,7.37511420249939,0.16038274765014648,0.9979288784681516,0.9976048829483118,0.998299056749652,0.9979518491324343,12625,31,22,12912
8,127946,0.04725956916809082,7.227279424667358,0.16045713424682617,0.9980070339976553,0.997759060350823,0.998299056749652,0.9980289855072464,12627,29,22,12912
9,127946,0.05515241622924805,8.824886560440063,0.15928912162780762,0.9980070339976553,0.997759060350823,0.998299056749652,0.9980289855072464,12627,29,22,12912
10,127946,0.05682969093322754,8.332791566848755,0.16048479080200195,0.9980070339976553,0.9978359996908571,0.9982217411473635,0.9980288331465235,12628,28,23,12911
11,127946,0.058512210845947266,8.555073499679565,0.1632399559020996,0.9980070339976553,0.997759060350823,0.998299056749652,0.9980289855072464,12627,29,22,12912
12,127946,0.054902076721191406,8.265461683273315,0.16137981414794922,0.9980851895271591,0.9979132854161836,0.998299056749652,0.9981061338074441,12629,27,22,12912
13,127946,0.06531977653503418,8.160219192504883,0.1614081859588623,0.9980461117624072,0.9978361669242658,0.998299056749652,0.9980675581664992,12628,28,22,12912
14,127946,0.06017303466796875,7.892230749130249,0.16251826286315918,0.9980461117624072,0.9977592335033225,0.9983763723519407,0.9980677075282115,12627,29,21,12913
15,127946,0.06522035598754883,7.941217660903931,0.16341853141784668,0.9982024228214146,0.9978368355995055,0.9986083191588062,0.9982224283174898,12628,28,18,12916
16,127946,0.06723976135253906,9.24355936050415,0.1624748706817627,0.9981633450566627,0.9979136079128351,0.9984536879542292,0.9981835748792269,12629,27,20,12914
17,127946,0.07317996025085449,9.548288106918335,0.16000652313232422,0.9980070339976553,0.997759060350823,0.998299056749652,0.9980289855072464,12627,29,22,12912
18,127946,0.0733499526977539,10.432997465133667,0.16237759590148926,0.998124267291911,0.9979134466769707,0.9983763723519407,0.9981448558398393,12629,27,21,12913
19,127946,0.07797694206237793,11.452202081680298,0.16240954399108887,0.998124267291911,0.9978365013135527,0.9984536879542292,0.998144999227083,12628,28,20,12914
20,127946,0.0792393684387207,12.079838275909424,0.16252875328063965,0.9980070339976553,0.9978359996908571,0.9982217411473635,0.9980288331465235,12628,28,23,12911
21,127946,0.08463788032531738,12.763518333435059,0.16440510749816895,0.998124267291911,0.9976826819094701,0.9986083191588062,0.9981452859350849,12626,30,18,12916
22,127946,0.08566880226135254,13.403087615966797,0.1634352207183838,0.9978898007033997,0.9976816074188563,0.998144425545075,0.9979129628198191,12626,30,24,12910
23,127946,0.08832478523254395,13.606280088424683,0.16492295265197754,0.9979679562329035,0.9976819656930923,0.998299056749652,0.9979904158293399,12626,30,22,12912
24,127946,0.09624028205871582,14.542327642440796,0.16535258293151855,0.9980070339976553,0.9976821447886889,0.9983763723519407,0.9980291378444178,12626,30,21,12913
25,127946,0.09554839134216309,17.868286848068237,0.16605329513549805,0.9980070339976553,0.9976821447886889,0.9983763723519407,0.9980291378444178,12626,30,21,12913
