Num_Features,Sample_Size,Train_Preprocessing_Time_sec,Model_Train_Time_sec,Test_Inference_Time_sec,Accuracy,Precision,Recall,F1_Score,TN,FP,FN,TP,Selected_Features
1,127946,0.042001962661743164,0.16798186302185059,0.022002458572387695,0.7692067213755374,0.868962620747585,0.6398639245399722,0.7370202155134027,11408,1248,4658,8276,Src Port
2,127946,0.04099726676940918,0.14000320434570312,0.015996694564819336,0.93642047674873,0.9241503488633805,0.9523735889902583,0.9380497277538742,11645,1011,616,12318,"Src Port,Dst Port"
3,127946,0.03699898719787598,0.14799976348876953,0.01700139045715332,0.93642047674873,0.9241503488633805,0.9523735889902583,0.9380497277538742,11645,1011,616,12318,"Src Port,Dst Port,Protocol"
4,127946,0.04199814796447754,0.15899920463562012,0.016001462936401367,0.984486127393513,0.980897583429229,0.9885572908612958,0.9847125418768532,12407,249,148,12786,"Src Port,Dst Port,Protocol,Flow Duration"
5,127946,0.042999982833862305,0.15899944305419922,0.015999317169189453,0.995388823759281,0.9944444444444445,0.9964434822947271,0.9954429597590176,12584,72,46,12888,"Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts"
6,127946,0.04399752616882324,0.17151927947998047,0.015998363494873047,0.9966393122313404,0.996061776061776,0.997293953919901,0.9966774841600988,12605,51,35,12899,"Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts"
7,127946,0.04900026321411133,0.1849989891052246,0.01599907875061035,0.9974990230558812,0.99683446571958,0.9982217411473635,0.9975276211079348,12615,41,23,12911,"Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts"
8,127946,0.05300021171569824,0.1959989070892334,0.014999151229858398,0.9976553341148886,0.9971424158171146,0.9982217411473635,0.9976817865698168,12619,37,23,12911,"Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts"
9,127946,0.06198763847351074,0.21100091934204102,0.01599907875061035,0.9978898007033997,0.9973741118319431,0.9984536879542292,0.9979136079128352,12622,34,20,12914,"Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max"
10,127946,0.06100153923034668,0.22299957275390625,0.017000436782836914,0.9980070339976553,0.9973747200988341,0.9986856347610948,0.9980297469576976,12622,34,17,12917,"Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min"
